Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
424;-0,4614;16,5629;0,07959;13,121;13,867;14,331;14,586;14,992;15,275;15,707;16,563;17,488;18,016;18,387;18,958;19,342;20,1;21,504;12,207;13,206;14,205;15,318;16,563;17,962;19,541;21,331;23,121
425;-0,4621;16,5591;0,07959;13,118;13,864;14,328;14,583;14,988;15,271;15,704;16,559;17,484;18,012;18,383;18,953;19,338;20,095;21,499;12,205;13,203;14,201;15,314;16,559;17,958;19,536;21,326;23,116
426;-0,4629;16,5553;0,07958;13,116;13,861;14,325;14,58;14,985;15,268;15,7;16,555;17,48;18,008;18,378;18,949;19,333;20,091;21,494;12,203;13,201;14,199;15,311;16,555;17,954;19,532;21,321;23,111
427;-0,4637;16,5514;0,07957;13,113;13,858;14,322;14,576;14,982;15,265;15,697;16,551;17,476;18,003;18,374;18,944;19,328;20,086;21,489;12,201;13,198;14,196;15,307;16,551;17,949;19,527;21,316;23,105
428;-0,4645;16,5476;0,07956;13,111;13,856;14,319;14,573;14,979;15,261;15,693;16,548;17,472;17,999;18,37;18,94;19,324;20,081;21,484;12,199;13,196;14,193;15,304;16,548;17,945;19,522;21,311;23,1
429;-0,4653;16,5438;0,07955;13,108;13,853;14,316;14,57;14,975;15,258;15,69;16,544;17,468;17,995;18,365;18,935;19,319;20,076;21,479;12,197;13,193;14,19;15,301;16,544;17,941;19,517;21,306;23,094
430;-0,4661;16,5399;0,07955;13,106;13,85;14,313;14,567;14,972;15,254;15,686;16,54;17,464;17,991;18,361;18,931;19,315;20,072;21,474;12,194;13,19;14,187;15,297;16,54;17,937;19,513;21,301;23,09
431;-0,4669;16,5361;0,07954;13,103;13,847;14,31;14,564;14,969;15,251;15,683;16,536;17,459;17,986;18,357;18,926;19,31;20,067;21,469;12,192;13,188;14,184;15,294;16,536;17,932;19,508;21,296;23,084
432;-0,4677;16,5323;0,07953;13,101;13,844;14,307;14,561;14,966;15,248;15,679;16,532;17,455;17,982;18,352;18,922;19,305;20,062;21,464;12,19;13,186;14,181;15,29;16,532;17,928;19,504;21,291;23,079
433;-0,4684;16,5285;0,07952;13,098;13,842;14,304;14,558;14,962;15,245;15,676;16,529;17,451;17,978;18,348;18,917;19,301;20,057;21,459;12,188;13,183;14,178;15,287;16,528;17,924;19,499;21,286;23,073
434;-0,4692;16,5247;0,07952;13,096;13,839;14,301;14,555;14,959;15,241;15,672;16,525;17,447;17,974;18,344;18,913;19,297;20,053;21,455;12,186;13,18;14,175;15,284;16,525;17,92;19,495;21,282;23,069
435;-0,47;16,5209;0,07951;13,093;13,836;14,298;14,552;14,956;15,238;15,669;16,521;17,443;17,969;18,339;18,908;19,292;20,048;21,45;12,184;13,178;14,172;15,28;16,521;17,915;19,49;21,277;23,064
436;-0,4708;16,5172;0,0795;13,091;13,833;14,295;14,549;14,953;15,235;15,665;16,517;17,439;17,965;18,335;18,904;19,287;20,043;21,445;12,182;13,176;14,169;15,277;16,517;17,911;19,485;21,272;23,058
437;-0,4715;16,5134;0,07949;13,089;13,83;14,292;14,546;14,949;15,231;15,662;16,513;17,435;17,961;18,331;18,899;19,283;20,039;21,44;12,18;13,173;14,166;15,274;16,513;17,907;19,481;21,267;23,053
438;-0,4723;16,5096;0,07949;13,086;13,827;14,289;14,542;14,946;15,228;15,658;16,51;17,431;17,957;18,326;18,895;19,278;20,034;21,435;12,178;13,17;14,163;15,27;16,51;17,903;19,476;21,262;23,048
439;-0,4731;16,5059;0,07948;13,084;13,825;14,286;14,539;14,943;15,225;15,655;16,506;17,427;17,953;18,322;18,891;19,274;20,03;21,43;12,176;13,168;14,16;15,267;16,506;17,899;19,472;21,258;23,043
440;-0,4738;16,5021;0,07947;13,081;13,822;14,283;14,536;14,94;15,221;15,651;16,502;17,423;17,948;18,318;18,886;19,269;20,025;21,425;12,174;13,166;14,158;15,264;16,502;17,894;19,467;21,252;23,038
441;-0,4746;16,4984;0,07946;13,079;13,819;14,28;14,534;14,937;15,218;15,648;16,498;17,419;17,944;18,314;18,882;19,265;20,02;21,42;12,172;13,163;14,155;15,26;16,498;17,89;19,463;21,248;23,032
442;-0,4754;16,4946;0,07946;13,076;13,816;14,277;14,53;14,933;15,215;15,644;16,495;17,415;17,94;18,309;18,877;19,26;20,016;21,416;12,169;13,16;14,152;15,257;16,495;17,886;19,458;21,243;23,028
443;-0,4761;16,4909;0,07945;13,074;13,814;14,274;14,527;14,93;15,211;15,641;16,491;17,411;17,936;18,305;18,873;19,256;20,011;21,411;12,167;13,158;14,149;15,254;16,491;17,882;19,454;21,238;23,023
444;-0,4769;16,4871;0,07944;13,071;13,811;14,271;14,524;14,927;15,208;15,637;16,487;17,407;17,932;18,301;18,869;19,251;20,006;21,406;12,165;13,156;14,146;15,25;16,487;17,878;19,449;21,233;23,017
445;-0,4777;16,4834;0,07943;13,069;13,808;14,268;14,521;14,924;15,205;15,634;16,483;17,403;17,928;18,296;18,864;19,247;20,001;21,401;12,164;13,153;14,143;15,247;16,483;17,874;19,445;21,228;23,012
446;-0,4784;16,4797;0,07943;13,066;13,805;14,265;14,518;14,921;15,201;15,631;16,48;17,399;17,924;18,292;18,86;19,243;19,997;21,397;12,161;13,151;14,14;15,244;16,48;17,87;19,44;21,224;23,008
447;-0,4792;16,476;0,07942;13,064;13,803;14,263;14,515;14,917;15,198;15,627;16,476;17,395;17,919;18,288;18,856;19,238;19,993;21,392;12,159;13,148;14,137;15,241;16,476;17,866;19,436;21,219;23,002
448;-0,4799;16,4723;0,07941;13,062;13,8;14,26;14,512;14,914;15,195;15,624;16,472;17,391;17,915;18,284;18,851;19,234;19,988;21,387;12,157;13,146;14,135;15,237;16,472;17,861;19,431;21,214;22,997
449;-0,4807;16,4686;0,0794;13,059;13,798;14,257;14,509;14,911;15,192;15,62;16,469;17,387;17,911;18,28;18,847;19,229;19,983;21,382;12,155;13,144;14,132;15,234;16,469;17,857;19,427;21,209;22,992
450;-0,4814;16,4649;0,0794;13,057;13,795;14,254;14,506;14,908;15,188;15,617;16,465;17,383;17,907;18,276;18,843;19,225;19,979;21,378;12,153;13,141;14,129;15,231;16,465;17,853;19,422;21,205;22,987
451;-0,4822;16,4612;0,07939;13,054;13,792;14,251;14,503;14,905;15,185;15,614;16,461;17,379;17,903;18,271;18,838;19,22;19,974;21,373;12,151;13,139;14,126;15,227;16,461;17,849;19,418;21,2;22,982
452;-0,4829;16,4576;0,07938;13,052;13,789;14,248;14,5;14,902;15,182;15,61;16,458;17,375;17,899;18,267;18,834;19,216;19,97;21,368;12,149;13,136;14,123;15,224;16,458;17,845;19,413;21,195;22,977
453;-0,4837;16,4539;0,07937;13,05;13,787;14,245;14,497;14,899;15,179;15,607;16,454;17,371;17,895;18,263;18,829;19,211;19,965;21,363;12,147;13,134;14,12;15,221;16,454;17,841;19,409;21,19;22,972
454;-0,4844;16,4502;0,07937;13,047;13,784;14,242;14,494;14,895;15,175;15,603;16,45;17,367;17,891;18,259;18,825;19,207;19,961;21,358;12,145;13,131;14,117;15,218;16,45;17,837;19,405;21,186;22,967
455;-0,4852;16,4466;0,07936;13,045;13,781;14,239;14,491;14,892;15,172;15,6;16,447;17,363;17,887;18,255;18,821;19,203;19,956;21,354;12,143;13,129;14,115;15,214;16,447;17,833;19,4;21,181;22,962
456;-0,4859;16,4429;0,07935;13,043;13,779;14,237;14,488;14,889;15,169;15,597;16,443;17,359;17,883;18,25;18,817;19,198;19,951;21,349;12,141;13,127;14,112;15,211;16,443;17,829;19,396;21,176;22,957
457;-0,4867;16,4393;0,07934;13,04;13,776;14,234;14,486;14,886;15,166;15,593;16,439;17,355;17,878;18,246;18,812;19,194;19,947;21,344;12,139;13,124;14,109;15,208;16,439;17,825;19,391;21,171;22,952
458;-0,4874;16,4357;0,07934;13,038;13,773;14,231;14,482;14,883;15,163;15,59;16,436;17,352;17,875;18,242;18,808;19,19;19,943;21,34;12,137;13,122;14,106;15,205;16,436;17,821;19,387;21,167;22,947
459;-0,4881;16,432;0,07933;13,035;13,77;14,228;14,479;14,88;15,159;15,587;16,432;17,348;17,87;18,238;18,804;19,185;19,938;21,335;12,135;13,119;14,103;15,202;16,432;17,817;19,383;21,162;22,942
460;-0,4889;16,4284;0,07932;13,033;13,768;14,225;14,477;14,877;15,156;15,583;16,428;17,344;17,866;18,234;18,799;19,181;19,933;21,33;12,133;13,117;14,101;15,198;16,428;17,813;19,378;21,157;22,937
461;-0,4896;16,4248;0,07931;13,031;13,765;14,222;14,474;14,874;15,153;15,58;16,425;17,34;17,862;18,23;18,795;19,177;19,929;21,325;12,131;13,115;14,098;15,195;16,425;17,809;19,374;21,153;22,932
462;-0,4903;16,4212;0,07931;13,028;13,762;14,219;14,471;14,871;15,15;15,577;16,421;17,336;17,858;18,226;18,791;19,172;19,925;21,321;12,129;13,112;14,095;15,192;16,421;17,805;19,37;21,148;22,927
463;-0,4911;16,4176;0,0793;13,026;13,76;14,217;14,468;14,868;15,147;15,573;16,418;17,332;17,854;18,222;18,787;19,168;19,92;21,316;12,127;13,11;14,092;15,189;16,418;17,801;19,365;21,144;22,922
464;-0,4918;16,414;0,07929;13,024;13,757;14,214;14,465;14,865;15,144;15,57;16,414;17,328;17,85;18,217;18,783;19,164;19,916;21,311;12,125;13,107;14,09;15,186;16,414;17,797;19,361;21,139;22,917
465;-0,4925;16,4104;0,07929;13,021;13,754;14,211;14,462;14,861;15,14;15,567;16,41;17,324;17,846;18,213;18,779;19,16;19,911;21,307;12,123;13,105;14,087;15,182;16,41;17,793;19,357;21,135;22,913
466;-0,4933;16,4069;0,07928;13,019;13,752;14,208;14,459;14,858;15,137;15,563;16,407;17,321;17,842;18,209;18,774;19,155;19,907;21,302;12,121;13,103;14,084;15,179;16,407;17,789;19,352;21,13;22,908
467;-0,494;16,4033;0,07927;13,017;13,749;14,205;14,456;14,855;15,134;15,56;16,403;17,317;17,838;18,205;18,77;19,151;19,902;21,297;12,119;13,1;14,081;15,176;16,403;17,785;19,348;21,125;22,902
468;-0,4947;16,3997;0,07926;13,015;13,747;14,203;14,453;14,852;15,131;15,557;16,4;17,313;17,834;18,201;18,766;19,146;19,898;21,292;12,117;13,098;14,079;15,173;16,4;17,781;19,343;21,12;22,897
469;-0,4954;16,3962;0,07926;13,012;13,744;14,2;14,45;14,849;15,128;15,553;16,396;17,309;17,831;18,197;18,762;19,143;19,894;21,288;12,115;13,095;14,076;15,17;16,396;17,777;19,339;21,116;22,893
470;-0,4962;16,3926;0,07925;13,01;13,741;14,197;14,447;14,846;15,125;15,55;16,393;17,305;17,827;18,193;18,757;19,138;19,889;21,284;12,113;13,093;14,073;15,167;16,393;17,773;19,335;21,111;22,888
471;-0,4969;16,3891;0,07924;13,008;13,739;14,194;14,445;14,843;15,122;15,547;16,389;17,301;17,823;18,189;18,753;19,134;19,885;21,279;12,112;13,091;14,07;15,164;16,389;17,769;19,331;21,107;22,883
472;-0,4976;16,3856;0,07924;13,005;13,736;14,191;14,442;14,84;15,118;15,544;16,386;17,298;17,819;18,185;18,749;19,13;19,881;21,275;12,109;13,088;14,067;15,16;16,386;17,765;19,327;21,103;22,879
473;-0,4983;16,3821;0,07923;13,003;13,734;14,189;14,439;14,837;15,115;15,54;16,382;17,294;17,815;18,181;18,745;19,126;19,876;21,27;12,108;13,086;14,065;15,157;16,382;17,761;19,322;21,098;22,874
474;-0,499;16,3785;0,07922;13,001;13,731;14,186;14,436;14,834;15,112;15,537;16,378;17,29;17,811;18,177;18,741;19,121;19,872;21,265;12,106;13,084;14,062;15,154;16,378;17,757;19,318;21,093;22,868
475;-0,4997;16,375;0,07921;12,998;13,729;14,183;14,433;14,831;15,109;15,534;16,375;17,286;17,807;18,173;18,737;19,117;19,867;21,26;12,104;13,082;14,059;15,151;16,375;17,753;19,313;21,088;22,863
476;-0,5005;16,3715;0,07921;12,996;13,726;14,18;14,43;14,828;15,106;15,531;16,372;17,283;17,803;18,169;18,733;19,113;19,863;21,256;12,102;13,079;14,057;15,148;16,372;17,75;19,309;21,084;22,859
477;-0,5012;16,368;0,0792;12,994;13,723;14,178;14,427;14,825;15,103;15,527;16,368;17,279;17,799;18,165;18,729;19,109;19,859;21,252;12,1;13,077;14,054;15,145;16,368;17,746;19,305;21,08;22,854
478;-0,5019;16,3646;0,07919;12,992;13,721;14,175;14,425;14,822;15,1;15,524;16,365;17,275;17,795;18,161;18,724;19,104;19,854;21,247;12,098;13,075;14,051;15,142;16,365;17,742;19,301;21,075;22,849
479;-0,5026;16,3611;0,07919;12,989;13,718;14,172;14,422;14,819;15,097;15,521;16,361;17,271;17,792;18,157;18,721;19,101;19,85;21,243;12,096;13,072;14,048;15,139;16,361;17,738;19,297;21,071;22,845
480;-0,5033;16,3576;0,07918;12,987;13,716;14,169;14,419;14,816;15,094;15,518;16,358;17,268;17,788;18,153;18,716;19,096;19,846;21,238;12,094;13,07;14,046;15,136;16,358;17,734;19,293;21,066;22,84
481;-0,504;16,3541;0,07917;12,985;13,713;14,167;14,416;14,813;15,091;15,515;16,354;17,264;17,784;18,149;18,712;19,092;19,841;21,234;12,092;13,068;14,043;15,133;16,354;17,73;19,288;21,062;22,835
482;-0,5047;16,3507;0,07916;12,983;13,711;14,164;14,413;14,81;15,088;15,512;16,351;17,26;17,78;18,145;18,708;19,088;19,837;21,229;12,09;13,066;14,041;15,13;16,351;17,726;19,284;21,057;22,83
483;-0,5054;16,3472;0,07916;12,98;13,708;14,161;14,41;14,807;15,085;15,508;16,347;17,256;17,776;18,141;18,704;19,084;19,833;21,225;12,088;13,063;14,038;15,126;16,347;17,723;19,28;21,053;22,826
484;-0,5061;16,3438;0,07915;12,978;13,706;14,159;14,408;14,805;15,082;15,505;16,344;17,253;17,772;18,137;18,7;19,08;19,829;21,22;12,086;13,061;14,035;15,123;16,344;17,719;19,276;21,048;22,821
485;-0,5068;16,3404;0,07914;12,976;13,703;14,156;14,405;14,802;15,079;15,502;16,34;17,249;17,768;18,134;18,696;19,075;19,824;21,216;12,085;13,059;14,033;15,12;16,34;17,715;19,272;21,044;22,816
486;-0,5075;16,3369;0,07914;12,973;13,7;14,153;14,402;14,799;15,075;15,499;16,337;17,245;17,765;18,13;18,692;19,071;19,82;21,212;12,082;13,056;14,03;15,117;16,337;17,711;19,268;21,04;22,812
487;-0,5082;16,3335;0,07913;12,971;13,698;14,151;14,399;14,796;15,072;15,496;16,334;17,242;17,761;18,126;18,688;19,067;19,816;21,207;12,081;13,054;14,027;15,114;16,334;17,707;19,263;21,035;22,807
488;-0,5089;16,3301;0,07912;12,969;13,695;14,148;14,397;14,793;15,069;15,493;16,33;17,238;17,757;18,122;18,684;19,063;19,812;21,202;12,079;13,052;14,025;15,111;16,33;17,704;19,259;21,031;22,802
489;-0,5096;16,3267;0,07912;12,967;13,693;14,145;14,394;14,79;15,066;15,489;16,327;17,234;17,753;18,118;18,68;19,059;19,808;21,198;12,077;13,049;14,022;15,108;16,327;17,7;19,255;21,027;22,798
490;-0,5103;16,3233;0,07911;12,964;13,69;14,142;14,391;14,787;15,063;15,486;16,323;17,231;17,749;18,114;18,676;19,055;19,803;21,194;12,075;13,047;14,019;15,105;16,323;17,696;19,251;21,022;22,793
491;-0,511;16,3199;0,0791;12,962;13,688;14,14;14,388;14,784;15,06;15,483;16,32;17,227;17,746;18,11;18,672;19,051;19,799;21,189;12,073;13,045;14,017;15,102;16,32;17,692;19,247;21,017;22,788
492;-0,5117;16,3165;0,07909;12,96;13,686;14,137;14,386;14,781;15,058;15,48;16,317;17,223;17,742;18,106;18,668;19,047;19,795;21,185;12,072;13,043;14,014;15,099;16,317;17,688;19,243;21,013;22,783
493;-0,5124;16,3131;0,07909;12,958;13,683;14,134;14,383;14,778;15,054;15,477;16,313;17,22;17,738;18,103;18,664;19,043;19,791;21,181;12,069;13,04;14,011;15,096;16,313;17,685;19,239;21,009;22,779
494;-0,5131;16,3098;0,07908;12,956;13,68;14,132;14,38;14,775;15,052;15,474;16,31;17,216;17,734;18,099;18,66;19,039;19,787;21,176;12,068;13,038;14,009;15,093;16,31;17,681;19,235;21,004;22,774
495;-0,5138;16,3064;0,07907;12,954;13,678;14,129;14,377;14,773;15,049;15,471;16,306;17,212;17,73;18,095;18,656;19,035;19,782;21,172;12,066;13,036;14,006;15,09;16,306;17,677;19,23;21;22,769
496;-0,5144;16,3031;0,07907;12,951;13,675;14,127;14,375;14,77;15,046;15,468;16,303;17,209;17,727;18,091;18,652;19,031;19,778;21,168;12,064;13,034;14,004;15,087;16,303;17,674;19,227;20,996;22,765
497;-0,5151;16,2997;0,07906;12,949;13,673;14,124;14,372;14,767;15,043;15,464;16,3;17,205;17,723;18,087;18,648;19,027;19,774;21,163;12,062;13,032;14,001;15,084;16,3;17,67;19,222;20,991;22,76
498;-0,5158;16,2964;0,07905;12,947;13,671;14,121;14,369;14,764;15,04;15,461;16,296;17,202;17,719;18,083;18,644;19,023;19,77;21,159;12,06;13,029;13,999;15,081;16,296;17,666;19,218;20,987;22,756
499;-0,5165;16,293;0,07905;12,945;13,668;14,119;14,366;14,761;15,037;15,458;16,293;17,198;17,716;18,08;18,64;19,019;19,766;21,155;12,058;13,027;13,996;15,078;16,293;17,663;19,214;20,983;22,752
500;-0,5172;16,2897;0,07904;12,943;13,666;14,116;14,364;14,758;15,034;15,455;16,29;17,195;17,712;18,076;18,636;19,015;19,762;21,15;12,056;13,025;13,993;15,075;16,29;17,659;19,21;20,979;22,747
501;-0,5179;16,2864;0,07903;12,941;13,663;14,114;14,361;14,756;15,031;15,452;16,286;17,191;17,708;18,072;18,632;19,011;19,757;21,146;12,055;13,023;13,991;15,073;16,286;17,655;19,206;20,974;22,742
502;-0,5185;16,2831;0,07903;12,938;13,661;14,111;14,358;14,753;15,028;15,449;16,283;17,188;17,705;18,068;18,629;19,007;19,754;21,142;12,053;13,02;13,988;15,07;16,283;17,652;19,203;20,97;22,738
503;-0,5192;16,2798;0,07902;12,936;13,658;14,108;14,356;14,75;15,025;15,446;16,28;17,184;17,701;18,065;18,625;19,003;19,749;21,137;12,051;13,018;13,986;15,067;16,28;17,648;19,198;20,966;22,733
504;-0,5199;16,2765;0,07901;12,934;13,656;14,106;14,353;14,747;15,022;15,443;16,276;17,18;17,697;18,061;18,621;18,999;19,745;21,133;12,049;13,016;13,983;15,064;16,276;17,644;19,194;20,961;22,728
505;-0,5206;16,2732;0,07901;12,932;13,653;14,103;14,35;14,744;15,019;15,44;16,273;17,177;17,694;18,057;18,617;18,995;19,741;21,129;12,047;13,014;13,981;15,061;16,273;17,641;19,191;20,958;22,725
506;-0,5212;16,2699;0,079;12,93;13,651;14,1;14,348;14,741;15,016;15,437;16,27;17,173;17,69;18,053;18,613;18,991;19,737;21,125;12,045;13,012;13,978;15,058;16,27;17,637;19,186;20,953;22,72
507;-0,5219;16,2666;0,07899;12,928;13,649;14,098;14,345;14,739;15,013;15,434;16,267;17,17;17,686;18,049;18,609;18,987;19,733;21,12;12,044;13,01;13,976;15,055;16,267;17,633;19,182;20,949;22,715
508;-0,5226;16,2634;0,07899;12,925;13,646;14,095;14,342;14,736;15,011;15,431;16,263;17,166;17,683;18,046;18,606;18,983;19,729;21,116;12,042;13,007;13,973;15,052;16,263;17,63;19,179;20,945;22,711
509;-0,5233;16,2601;0,07898;12,923;13,644;14,093;14,34;14,733;15,008;15,428;16,26;17,163;17,679;18,042;18,602;18,979;19,725;21,112;12,04;13,005;13,97;15,049;16,26;17,626;19,175;20,94;22,706
510;-0,5239;16,2568;0,07897;12,921;13,641;14,09;14,337;14,73;15,005;15,425;16,257;17,159;17,675;18,038;18,598;18,975;19,721;21,107;12,038;13,003;13,968;15,046;16,257;17,622;19,17;20,936;22,701
511;-0,5246;16,2536;0,07897;12,919;13,639;14,088;14,334;14,727;15,002;15,422;16,254;17,156;17,672;18,035;18,594;18,972;19,717;21,104;12,036;13,001;13,965;15,043;16,254;17,619;19,167;20,932;22,698
512;-0,5253;16,2504;0,07896;12,917;13,637;14,085;14,332;14,725;14,999;15,419;16,25;17,152;17,668;18,031;18,59;18,968;19,713;21,099;12,035;12,999;13,963;15,041;16,25;17,615;19,163;20,928;22,693
513;-0,5259;16,2471;0,07895;12,915;13,634;14,083;14,329;14,722;14,996;15,416;16,247;17,149;17,664;18,027;18,586;18,964;19,709;21,095;12,033;12,997;13,96;15,038;16,247;17,611;19,159;20,923;22,688
514;-0,5266;16,2439;0,07895;12,912;13,632;14,08;14,326;14,719;14,993;15,413;16,244;17,145;17,661;18,024;18,583;18,96;19,705;21,091;12,031;12,994;13,958;15,035;16,244;17,608;19,155;20,92;22,684
515;-0,5273;16,2407;0,07894;12,91;13,629;14,077;14,324;14,716;14,991;15,41;16,241;17,142;17,657;18,02;18,579;18,956;19,701;21,087;12,029;12,992;13,955;15,032;16,241;17,604;19,151;20,915;22,68
516;-0,5279;16,2375;0,07893;12,908;13,627;14,075;14,321;14,714;14,988;15,407;16,238;17,138;17,654;18,016;18,575;18,952;19,697;21,082;12,028;12,99;13,953;15,029;16,238;17,601;19,147;20,911;22,675
517;-0,5286;16,2343;0,07893;12,906;13,625;14,072;14,319;14,711;14,985;15,404;16,234;17,135;17,65;18,013;18,571;18,949;19,693;21,079;12,026;12,988;13,95;15,026;16,234;17,597;19,144;20,907;22,671
518;-0,5292;16,2311;0,07892;12,904;13,622;14,07;14,316;14,708;14,982;15,401;16,231;17,132;17,647;18,009;18,568;18,945;19,689;21,074;12,024;12,986;13,948;15,023;16,231;17,594;19,139;20,903;22,666
519;-0,5299;16,2279;0,07891;12,902;13,62;14,067;14,314;14,705;14,979;15,398;16,228;17,128;17,643;18,005;18,564;18,941;19,685;21,07;12,022;12,984;13,946;15,021;16,228;17,59;19,135;20,899;22,662
520;-0,5306;16,2247;0,07891;12,9;13,618;14,065;14,311;14,703;14,976;15,395;16,225;17,125;17,64;18,002;18,56;18,937;19,681;21,066;12,02;12,982;13,943;15,018;16,225;17,587;19,132;20,895;22,658
521;-0,5312;16,2215;0,0789;12,898;13,615;14,062;14,308;14,7;14,974;15,392;16,221;17,121;17,636;17,998;18,556;18,933;19,677;21,062;12,019;12,98;13,941;15,015;16,221;17,583;19,128;20,891;22,653
522;-0,5319;16,2184;0,07889;12,896;13,613;14,06;14,306;14,697;14,971;15,389;16,218;17,118;17,632;17,995;18,552;18,929;19,673;21,057;12,017;12,978;13,938;15,012;16,218;17,58;19,124;20,886;22,649
523;-0,5325;16,2152;0,07889;12,894;13,611;14,057;14,303;14,695;14,968;15,386;16,215;17,115;17,629;17,991;18,549;18,926;19,67;21,054;12,015;12,975;13,936;15,009;16,215;17,576;19,12;20,883;22,645
524;-0,5332;16,2121;0,07888;12,892;13,608;14,055;14,301;14,692;14,965;15,383;16,212;17,111;17,626;17,987;18,545;18,922;19,666;21,05;12,013;12,973;13,933;15,007;16,212;17,573;19,116;20,878;22,64
525;-0,5338;16,2089;0,07887;12,89;13,606;14,053;14,298;14,689;14,963;15,381;16,209;17,108;17,622;17,984;18,541;18,918;19,661;21,045;12,012;12,971;13,931;15,004;16,209;17,569;19,112;20,874;22,636
526;-0,5345;16,2058;0,07887;12,888;13,604;14,05;14,295;14,687;14,96;15,378;16,206;17,104;17,619;17,98;18,538;18,914;19,658;21,042;12,01;12,969;13,928;15,001;16,206;17,566;19,109;20,87;22,632
527;-0,5351;16,2027;0,07886;12,886;13,601;14,048;14,293;14,684;14,957;15,375;16,203;17,101;17,615;17,977;18,534;18,91;19,654;21,037;12,008;12,967;13,926;14,998;16,203;17,562;19,105;20,866;22,627
528;-0,5358;16,1996;0,07885;12,884;13,599;14,045;14,291;14,681;14,954;15,372;16,2;17,098;17,612;17,973;18,53;18,907;19,65;21,033;12,007;12,965;13,924;14,996;16,2;17,559;19,101;20,862;22,623
529;-0,5364;16,1964;0,07885;12,881;13,597;14,043;14,288;14,678;14,951;15,369;16,196;17,094;17,608;17,97;18,527;18,903;19,646;21,029;12,005;12,963;13,921;14,993;16,196;17,555;19,098;20,858;22,619
530;-0,5371;16,1933;0,07884;12,88;13,595;14,04;14,285;14,676;14,949;15,366;16,193;17,091;17,605;17,966;18,523;18,899;19,642;21,025;12,003;12,961;13,919;14,99;16,193;17,552;19,094;20,854;22,614
531;-0,5377;16,1902;0,07883;12,878;13,592;14,038;14,283;14,673;14,946;15,363;16,19;17,088;17,601;17,962;18,519;18,895;19,638;21,021;12,001;12,959;13,916;14,987;16,19;17,548;19,09;20,85;22,61
532;-0,5383;16,1872;0,07883;12,875;13,59;14,035;14,28;14,671;14,943;15,36;16,187;17,084;17,598;17,959;18,516;18,892;19,635;21,017;12;12,957;13,914;14,985;16,187;17,545;19,086;20,846;22,606
533;-0,539;16,1841;0,07882;12,874;13,588;14,033;14,278;14,668;14,941;15,358;16,184;17,081;17,594;17,955;18,512;18,888;19,631;21,013;11,998;12,955;13,912;14,982;16,184;17,542;19,083;20,842;22,602
