Month;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
207;-0,9184;21,1007;0,1424;14,581;15,801;16,607;17,067;17,825;18,373;19,245;21,101;23,333;24,727;25,766;27,469;28,695;31,321;37,079;13,047;14,716;16,384;18,458;21,101;24,58;29,355;36,296;43,237
208;-0,9104;21,1206;0,1425;14,584;15,808;16,617;17,078;17,838;18,388;19,262;21,121;23,355;24,751;25,79;27,492;28,717;31,339;37,077;13,046;14,719;16,393;18,472;21,121;24,603;29,376;36,297;43,218
209;-0,9024;21,1399;0,14261;14,587;15,815;16,626;17,088;17,85;18,401;19,277;21,14;23,378;24,774;25,813;27,515;28,739;31,357;37,076;13,044;14,722;16,401;18,486;21,14;24,626;29,398;36,3;43,202
210;-0,8944;21,1586;0,14271;14,589;15,821;16,635;17,098;17,862;18,414;19,292;21,159;23,399;24,796;25,836;27,537;28,76;31,373;37,072;13,042;14,725;16,409;18,499;21,159;24,649;29,418;36,299;43,181
211;-0,8863;21,1768;0,14281;14,591;15,827;16,643;17,108;17,873;18,427;19,307;21,177;23,42;24,818;25,857;27,558;28,78;31,388;37,067;13,039;14,728;16,417;18,512;21,177;24,67;29,436;36,298;43,159
212;-0,8783;21,1944;0,14291;14,593;15,832;16,65;17,116;17,884;18,439;19,321;21,194;23,44;24,839;25,878;27,578;28,799;31,403;37,061;13,036;14,73;16,424;18,525;21,194;24,691;29,455;36,296;43,137
213;-0,8703;21,2116;0,14301;14,594;15,837;16,658;17,125;17,895;18,451;19,335;21,212;23,46;24,859;25,899;27,598;28,817;31,417;37,055;13,032;14,731;16,431;18,537;21,212;24,712;29,472;36,293;43,114
214;-0,8623;21,2282;0,14311;14,595;15,842;16,665;17,133;17,905;18,463;19,348;21,228;23,479;24,879;25,919;27,617;28,835;31,43;37,048;13,029;14,733;16,437;18,548;21,228;24,731;29,489;36,29;43,09
215;-0,8542;21,2444;0,1432;14,596;15,846;16,671;17,141;17,915;18,474;19,361;21,244;23,498;24,898;25,938;27,635;28,852;31,441;37,038;13,025;14,734;16,443;18,56;21,244;24,75;29,505;36,284;43,062
216;-0,8462;21,2603;0,1433;14,596;15,85;16,678;17,149;17,924;18,485;19,374;21,26;23,516;24,917;25,957;27,653;28,868;31,453;37,031;13,02;14,734;16,448;18,571;21,26;24,769;29,52;36,279;43,038
217;-0,8382;21,2757;0,1434;14,596;15,854;16,683;17,156;17,933;18,495;19,386;21,276;23,534;24,936;25,975;27,671;28,884;31,464;37,022;13,016;14,735;16,454;18,581;21,276;24,788;29,536;36,274;43,013
218;-0,8301;21,2908;0,14349;14,596;15,857;16,689;17,163;17,942;18,505;19,398;21,291;23,551;24,953;25,993;27,687;28,899;31,474;37,011;13,011;14,735;16,459;18,592;21,291;24,805;29,55;36,267;42,984
219;-0,8221;21,3055;0,14359;14,595;15,86;16,694;17,169;17,95;18,515;19,41;21,306;23,568;24,971;26,01;27,704;28,915;31,484;37,002;13,006;14,735;16,463;18,601;21,306;24,823;29,564;36,261;42,958
220;-0,814;21,32;0,14368;14,594;15,863;16,7;17,176;17,959;18,524;19,421;21,32;23,585;24,988;26,027;27,719;28,929;31,493;36,99;13;14,734;16,468;18,611;21,32;24,84;29,577;36,252;42,928
221;-0,806;21,3341;0,14377;14,593;15,866;16,705;17,182;17,967;18,534;19,432;21,334;23,601;25,004;26,043;27,734;28,942;31,502;36,978;12,995;14,734;16,473;18,621;21,334;24,856;29,589;36,244;42,899
222;-0,798;21,348;0,14386;14,592;15,869;16,709;17,188;17,975;18,543;19,443;21,348;23,617;25,021;26,059;27,749;28,956;31,51;36,966;12,989;14,733;16,477;18,63;21,348;24,873;29,602;36,235;42,869
223;-0,7899;21,3617;0,14396;14,59;15,871;16,714;17,193;17,982;18,552;19,454;21,362;23,633;25,037;26,076;27,764;28,969;31,519;36,955;12,983;14,732;16,48;18,639;21,362;24,889;29,614;36,228;42,841
224;-0,7819;21,3752;0,14405;14,589;15,873;16,718;17,199;17,99;18,56;19,464;21,375;23,648;25,053;26,091;27,779;28,982;31,526;36,943;12,977;14,731;16,484;18,648;21,375;24,905;29,626;36,219;42,812
225;-0,7738;21,3884;0,14414;14,587;15,875;16,722;17,204;17,997;18,569;19,475;21,388;23,663;25,068;26,106;27,793;28,995;31,533;36,929;12,971;14,729;16,488;18,657;21,388;24,92;29,637;36,209;42,781
226;-0,7658;21,4014;0,14423;14,585;15,876;16,726;17,21;18,004;18,577;19,485;21,401;23,678;25,084;26,121;27,807;29,007;31,54;36,917;12,964;14,728;16,491;18,665;21,401;24,935;29,649;36,2;42,751
227;-0,7577;21,4143;0,14432;14,583;15,878;16,73;17,215;18,011;18,585;19,495;21,414;23,693;25,099;26,136;27,82;29,019;31,547;36,903;12,958;14,726;16,494;18,673;21,414;24,951;29,659;36,19;42,72
228;-0,7496;21,4269;0,14441;14,58;15,879;16,734;17,22;18,017;18,593;19,504;21,427;23,707;25,113;26,151;27,833;29,03;31,553;36,889;12,951;14,724;16,497;18,681;21,427;24,965;29,67;36,179;42,689
