Month;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
219;-0,9812;21,8358;0,12864;15,61;16,796;17,575;18,017;18,742;19,264;20,091;21,836;23,909;25,19;26,138;27,68;28,782;31,12;36,14;14,123;15,741;17,36;19,344;21,836;25,055;29,373;35,465;41,558
220;-0,9661;21,8773;0,12874;15,624;16,817;17,6;18,044;18,772;19,297;20,127;21,877;23,954;25,237;26,185;27,726;28,826;31,156;36,145;14,129;15,756;17,383;19,377;21,877;25,102;29,415;35,476;41,536
221;-0,9509;21,9182;0,12883;15,638;16,838;17,624;18,07;18,802;19,329;20,163;21,918;23,999;25,282;26,23;27,77;28,868;31,19;36,148;14,135;15,771;17,407;19,41;21,918;25,147;29,455;35,483;41,512
222;-0,9356;21,9585;0,12893;15,651;16,857;17,648;18,096;18,831;19,361;20,197;21,958;24,043;25,328;26,276;27,814;28,91;31,224;36,151;14,14;15,784;17,429;19,442;21,958;25,193;29,496;35,492;41,488
223;-0,9202;21,9982;0,12902;15,663;16,877;17,671;18,122;18,86;19,392;20,232;21,998;24,087;25,372;26,32;27,857;28,95;31,256;36,151;14,144;15,798;17,452;19,473;21,998;25,237;29,534;35,498;41,461
224;-0,9048;22,0374;0,12911;15,675;16,895;17,694;18,147;18,889;19,422;20,265;22,037;24,13;25,416;26,364;27,898;28,99;31,288;36,151;14,148;15,811;17,473;19,504;22,037;25,281;29,572;35,503;41,434
225;-0,8892;22,076;0,1292;15,687;16,914;17,716;18,171;18,916;19,452;20,299;22,076;24,172;25,459;26,406;27,939;29,028;31,318;36,15;14,151;15,823;17,495;19,535;22,076;25,324;29,609;35,507;41,406
226;-0,8735;22,114;0,1293;15,697;16,931;17,738;18,195;18,943;19,482;20,331;22,114;24,214;25,501;26,449;27,98;29,067;31,349;36,149;14,153;15,834;17,515;19,564;22,114;25,366;29,646;35,512;41,378
227;-0,8578;22,1514;0,12939;15,707;16,948;17,759;18,218;18,97;19,511;20,363;22,151;24,255;25,543;26,49;28,019;29,103;31,378;36,147;14,155;15,845;17,535;19,594;22,151;25,408;29,681;35,515;41,348
228;-0,8419;22,1883;0,12948;15,717;16,964;17,779;18,241;18,996;19,539;20,395;22,188;24,295;25,584;26,531;28,058;29,14;31,405;36,143;14,156;15,855;17,554;19,622;22,188;25,449;29,716;35,516;41,317
