Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
324;-0,3273;16,5343;0,08839;12,728;13,551;14,063;14,345;14,794;15,107;15,586;16,534;17,56;18,146;18,557;19,19;19,617;20,457;22,012;11,72;12,822;13,924;15,155;16,534;18,086;19,837;21,82;23,803
325;-0,3283;16,53;0,08838;12,726;13,548;14,06;14,342;14,79;15,104;15,582;16,53;17,556;18,141;18,552;19,185;19,611;20,451;22,006;11,718;12,819;13,92;15,151;16,53;18,081;19,832;21,814;23,797
326;-0,3293;16,5257;0,08837;12,723;13,545;14,057;14,338;14,787;15,1;15,578;16,526;17,551;18,136;18,547;19,18;19,606;20,446;22,001;11,716;12,817;13,917;15,147;16,526;18,076;19,826;21,809;23,792
327;-0,3303;16,5213;0,08836;12,721;13,542;14,053;14,335;14,783;15,096;15,574;16,521;17,546;18,131;18,542;19,175;19,601;20,44;21,995;11,714;12,814;13,914;15,143;16,521;18,071;19,821;21,803;23,786
328;-0,3313;16,517;0,08835;12,718;13,539;14,05;14,331;14,779;15,092;15,571;16,517;17,542;18,127;18,537;19,17;19,596;20,435;21,989;11,712;12,811;13,911;15,14;16,517;18,066;19,816;21,798;23,78
329;-0,3323;16,5127;0,08834;12,715;13,536;14,047;14,328;14,776;15,089;15,567;16,513;17,537;18,122;18,533;19,165;19,59;20,43;21,984;11,71;12,809;13,908;15,136;16,513;18,062;19,81;21,792;23,774
330;-0,3333;16,5083;0,08833;12,713;13,533;14,044;14,325;14,772;15,085;15,563;16,508;17,532;18,117;18,527;19,159;19,585;20,424;21,978;11,708;12,806;13,904;15,132;16,508;18,057;19,805;21,787;23,768
331;-0,3343;16,504;0,08832;12,71;13,53;14,04;14,321;14,769;15,081;15,559;16,504;17,528;18,112;18,523;19,154;19,58;20,419;21,973;11,706;12,804;13,901;15,128;16,504;18,052;19,8;21,781;23,762
332;-0,3353;16,4997;0,0883;12,708;13,527;14,037;14,318;14,765;15,077;15,555;16,5;17,523;18,107;18,517;19,149;19,574;20,413;21,966;11,704;12,801;13,898;15,125;16,5;18,047;19,794;21,775;23,755
333;-0,3363;16,4953;0,08829;12,706;13,524;14,034;14,315;14,762;15,074;15,551;16,495;17,518;18,102;18,512;19,144;19,569;20,408;21,961;11,702;12,799;13,895;15,121;16,495;18,042;19,789;21,769;23,749
334;-0,3373;16,491;0,08828;12,703;13,521;14,031;14,311;14,758;15,07;15,547;16,491;17,513;18,097;18,507;19,138;19,564;20,402;21,955;11,7;12,796;13,892;15,117;16,491;18,037;19,784;21,764;23,744
335;-0,3382;16,4867;0,08827;12,7;13,518;14,028;14,308;14,754;15,066;15,543;16,487;17,509;18,092;18,502;19,133;19,559;20,397;21,949;11,698;12,794;13,889;15,113;16,487;18,032;19,778;21,758;23,738
336;-0,3392;16,4823;0,08826;12,698;13,515;14,024;14,304;14,751;15,062;15,539;16,482;17,504;18,087;18,497;19,128;19,553;20,391;21,944;11,696;12,791;13,886;15,109;16,482;18,027;19,773;21,752;23,732
337;-0,3402;16,478;0,08825;12,695;13,512;14,021;14,301;14,747;15,059;15,535;16,478;17,499;18,083;18,492;19,123;19,548;20,386;21,938;11,694;12,788;13,882;15,106;16,478;18,023;19,768;21,747;23,726
338;-0,3412;16,4737;0,08824;12,693;13,509;14,018;14,298;14,744;15,055;15,531;16,474;17,495;18,078;18,487;19,118;19,543;20,381;21,933;11,692;12,786;13,879;15,102;16,474;18,018;19,762;21,741;23,72
339;-0,3421;16,4693;0,08823;12,69;13,506;14,015;14,294;14,74;15,051;15,527;16,469;17,49;18,073;18,482;19,113;19,538;20,375;21,927;11,69;12,783;13,876;15,098;16,469;18,013;19,757;21,736;23,714
340;-0,3431;16,465;0,08822;12,688;13,503;14,011;14,291;14,736;15,047;15,523;16,465;17,485;18,068;18,477;19,108;19,532;20,37;21,921;11,688;12,78;13,873;15,094;16,465;18,008;19,752;21,73;23,708
341;-0,3441;16,4607;0,08821;12,685;13,5;14,008;14,288;14,733;15,044;15,519;16,461;17,481;18,063;18,472;19,102;19,527;20,364;21,916;11,686;12,778;13,87;15,091;16,461;18,003;19,747;21,724;23,702
342;-0,345;16,4563;0,0882;12,682;13,497;14,005;14,284;14,729;15,04;15,515;16,456;17,476;18,058;18,467;19,097;19,522;20,359;21,91;11,684;12,775;13,866;15,087;16,456;17,998;19,741;21,719;23,696
343;-0,346;16,452;0,08819;12,68;13,494;14,002;14,281;14,726;15,036;15,511;16,452;17,471;18,053;18,462;19,092;19,517;20,354;21,905;11,682;12,773;13,863;15,083;16,452;17,993;19,736;21,713;23,691
344;-0,347;16,4477;0,08818;12,677;13,491;13,998;14,277;14,722;15,032;15,507;16,448;17,466;18,048;18,457;19,087;19,511;20,348;21,899;11,68;12,77;13,86;15,079;16,448;17,989;19,731;21,708;23,685
345;-0,3479;16,4434;0,08817;12,675;13,488;13,995;14,274;14,718;15,029;15,503;16,443;17,462;18,044;18,452;19,082;19,506;20,343;21,893;11,678;12,767;13,857;15,076;16,443;17,984;19,725;21,702;23,679
346;-0,3489;16,4391;0,08816;12,672;13,485;13,992;14,271;14,715;15,025;15,5;16,439;17,457;18,039;18,448;19,077;19,501;20,337;21,888;11,676;12,765;13,854;15,072;16,439;17,979;19,72;21,697;23,673
347;-0,3498;16,4347;0,08815;12,67;13,482;13,988;14,267;14,711;15,021;15,495;16,435;17,452;18,034;18,442;19,071;19,496;20,332;21,882;11,674;12,762;13,85;15,068;16,435;17,974;19,715;21,691;23,667
348;-0,3508;16,4304;0,08814;12,667;13,479;13,985;14,264;14,708;15,017;15,492;16,43;17,448;18,029;18,438;19,066;19,49;20,327;21,876;11,672;12,759;13,847;15,064;16,43;17,969;19,709;21,685;23,661
349;-0,3517;16,4261;0,08813;12,664;13,476;13,982;14,26;14,704;15,014;15,488;16,426;17,443;18,024;18,433;19,061;19,485;20,321;21,871;11,669;12,757;13,844;15,061;16,426;17,964;19,704;21,68;23,655
350;-0,3526;16,4218;0,08812;12,662;13,473;13,979;14,257;14,7;15,01;15,484;16,422;17,438;18,019;18,428;19,056;19,48;20,316;21,865;11,667;12,754;13,841;15,057;16,422;17,96;19,699;21,674;23,649
351;-0,3536;16,4175;0,08811;12,659;13,47;13,975;14,254;14,697;15,006;15,48;16,418;17,434;18,014;18,423;19,051;19,475;20,31;21,86;11,665;12,752;13,838;15,053;16,418;17,955;19,694;21,668;23,643
352;-0,3545;16,4132;0,0881;12,657;13,467;13,972;14,25;14,693;15,003;15,476;16,413;17,429;18,01;18,418;19,046;19,47;20,305;21,854;11,663;12,749;13,835;15,049;16,413;17,95;19,688;21,663;23,637
353;-0,3555;16,4089;0,08809;12,654;13,464;13,969;14,247;14,69;14,999;15,472;16,409;17,424;18,005;18,413;19,041;19,464;20,3;21,848;11,661;12,746;13,831;15,046;16,409;17,945;19,683;21,657;23,632
354;-0,3564;16,4046;0,08808;12,652;13,461;13,966;14,243;14,686;14,995;15,468;16,405;17,42;18;18,408;19,036;19,459;20,294;21,843;11,659;12,744;13,828;15,042;16,405;17,94;19,678;21,652;23,626
355;-0,3573;16,4004;0,08807;12,649;13,458;13,963;14,24;14,682;14,992;15,464;16,4;17,415;17,995;18,403;19,031;19,454;20,289;21,837;11,657;12,741;13,825;15,038;16,4;17,936;19,673;21,646;23,62
356;-0,3582;16,3961;0,08806;12,646;13,455;13,959;14,237;14,679;14,988;15,46;16,396;17,411;17,99;18,398;19,026;19,449;20,283;21,832;11,655;12,738;13,822;15,034;16,396;17,931;19,667;21,641;23,614
357;-0,3592;16,3918;0,08805;12,644;13,452;13,956;14,233;14,675;14,984;15,456;16,392;17,406;17,986;18,393;19,02;19,444;20,278;21,826;11,653;12,736;13,819;15,031;16,392;17,926;19,662;21,635;23,608
358;-0,3601;16,3875;0,08804;12,641;13,449;13,953;14,23;14,672;14,98;15,452;16,388;17,401;17,981;18,388;19,015;19,438;20,273;21,82;11,651;12,733;13,816;15,027;16,388;17,921;19,657;21,629;23,602
359;-0,361;16,3833;0,08803;12,639;13,446;13,95;14,227;14,668;14,977;15,449;16,383;17,397;17,976;18,383;19,01;19,433;20,267;21,815;11,649;12,731;13,812;15,023;16,383;17,916;19,652;21,624;23,596
360;-0,3619;16,379;0,08802;12,636;13,443;13,946;14,223;14,665;14,973;15,445;16,379;17,392;17,971;18,378;19,005;19,428;20,262;21,809;11,647;12,728;13,809;15,02;16,379;17,912;19,646;21,618;23,59
361;-0,3628;16,3748;0,08801;12,634;13,44;13,943;14,22;14,661;14,969;15,441;16,375;17,388;17,966;18,373;19;19,423;20,257;21,804;11,645;12,725;13,806;15,016;16,375;17,907;19,641;21,613;23,584
362;-0,3638;16,3705;0,088;12,631;13,437;13,94;14,217;14,658;14,966;15,437;16,371;17,383;17,962;18,368;18,995;19,418;20,251;21,798;11,643;12,723;13,803;15,012;16,37;17,902;19,636;21,607;23,579
363;-0,3647;16,3663;0,08799;12,629;13,434;13,937;14,213;14,654;14,962;15,433;16,366;17,378;17,957;18,364;18,99;19,413;20,246;21,793;11,641;12,72;13,8;15,008;16,366;17,897;19,631;21,602;23,573
364;-0,3656;16,3621;0,08798;12,626;13,431;13,934;14,21;14,651;14,958;15,429;16,362;17,374;17,952;18,359;18,985;19,407;20,241;21,787;11,639;12,718;13,797;15,005;16,362;17,893;19,626;21,596;23,567
365;-0,3665;16,3578;0,08797;12,624;13,428;13,93;14,207;14,647;14,955;15,425;16,358;17,369;17,947;18,354;18,98;19,402;20,235;21,782;11,637;12,715;13,794;15,001;16,358;17,888;19,62;21,591;23,561
366;-0,3674;16,3536;0,08796;12,621;13,425;13,927;14,203;14,643;14,951;15,421;16,354;17,365;17,943;18,349;18,975;19,397;20,23;21,776;11,635;12,713;13,79;14,997;16,354;17,883;19,615;21,585;23,555
367;-0,3683;16,3494;0,08795;12,618;13,422;13,924;14,2;14,64;14,947;15,418;16,349;17,36;17,938;18,344;18,97;19,392;20,225;21,771;11,633;12,71;13,787;14,994;16,349;17,878;19,61;21,58;23,549
368;-0,3692;16,3452;0,08794;12,616;13,42;13,921;14,197;14,636;14,944;15,414;16,345;17,355;17,933;18,339;18,965;19,387;20,22;21,765;11,631;12,707;13,784;14,99;16,345;17,874;19,605;21,574;23,544
369;-0,3701;16,341;0,08793;12,613;13,417;13,918;14,193;14,633;14,94;15,41;16,341;17,351;17,928;18,334;18,96;19,382;20,214;21,76;11,629;12,705;13,781;14,986;16,341;17,869;19,6;21,569;23,538
370;-0,371;16,3368;0,08792;12,611;13,414;13,915;14,19;14,629;14,936;15,406;16,337;17,346;17,924;18,33;18,955;19,377;20,209;21,754;11,626;12,702;13,778;14,983;16,337;17,864;19,595;21,563;23,532
371;-0,3719;16,3326;0,08791;12,608;13,411;13,911;14,187;14,626;14,933;15,402;16,333;17,342;17,919;18,325;18,95;19,372;20,204;21,749;11,624;12,7;13,775;14,979;16,333;17,86;19,59;21,558;23,526
372;-0,3727;16,3284;0,0879;12,606;13,408;13,908;14,184;14,622;14,929;15,398;16,328;17,337;17,914;18,32;18,945;19,366;20,198;21,743;11,622;12,697;13,772;14,975;16,328;17,855;19,584;21,552;23,52
373;-0,3736;16,3242;0,08789;12,603;13,405;13,905;14,18;14,619;14,926;15,395;16,324;17,333;17,909;18,315;18,94;19,361;20,193;21,737;11,62;12,695;13,769;14,972;16,324;17,85;19,579;21,547;23,514
374;-0,3745;16,32;0,08788;12,601;13,402;13,902;14,177;14,615;14,922;15,391;16,32;17,328;17,905;18,31;18,935;19,356;20,188;21,732;11,618;12,692;13,766;14,968;16,32;17,845;19,574;21,541;23,509
375;-0,3754;16,3158;0,08787;12,598;13,399;13,899;14,174;14,612;14,918;15,387;16,316;17,324;17,9;18,305;18,93;19,351;20,183;21,726;11,616;12,689;13,763;14,965;16,316;17,841;19,569;21,536;23,503
376;-0,3763;16,3117;0,08786;12,596;13,396;13,896;14,17;14,609;14,915;15,383;16,312;17,319;17,895;18,301;18,925;19,346;20,177;21,721;11,614;12,687;13,759;14,961;16,312;17,836;19,564;21,53;23,497
377;-0,3772;16,3075;0,08785;12,593;13,393;13,892;14,167;14,605;14,911;15,379;16,308;17,315;17,891;18,296;18,92;19,341;20,172;21,716;11,612;12,684;13,756;14,957;16,308;17,831;19,559;21,525;23,491
378;-0,378;16,3034;0,08784;12,591;13,39;13,889;14,164;14,602;14,908;15,376;16,303;17,31;17,886;18,291;18,915;19,336;20,167;21,71;11,61;12,682;13,753;14,954;16,303;17,827;19,554;21,52;23,485
379;-0,3789;16,2992;0,08783;12,588;13,387;13,886;14,161;14,598;14,904;15,372;16,299;17,306;17,881;18,286;18,91;19,331;20,162;21,705;11,608;12,679;13,75;14,95;16,299;17,822;19,548;21,514;23,48
380;-0,3798;16,2951;0,08782;12,586;13,385;13,883;14,157;14,595;14,9;15,368;16,295;17,301;17,877;18,281;18,905;19,326;20,156;21,699;11,606;12,677;13,747;14,947;16,295;17,818;19,543;21,509;23,474
381;-0,3806;16,291;0,08782;12,583;13,381;13,88;14,154;14,591;14,897;15,364;16,291;17,297;17,872;18,277;18,9;19,321;20,152;21,695;11,604;12,674;13,744;14,943;16,291;17,813;19,539;21,504;23,469
382;-0,3815;16,2868;0,08781;12,58;13,378;13,876;14,151;14,588;14,893;15,36;16,287;17,292;17,867;18,272;18,895;19,316;20,147;21,689;11,602;12,671;13,741;14,939;16,287;17,808;19,534;21,498;23,463
383;-0,3824;16,2827;0,0878;12,578;13,376;13,873;14,147;14,584;14,889;15,357;16,283;17,288;17,863;18,267;18,891;19,311;20,141;21,684;11,6;12,669;13,738;14,936;16,283;17,804;19,529;21,493;23,458
384;-0,3832;16,2786;0,08779;12,576;13,373;13,87;14,144;14,581;14,886;15,353;16,279;17,283;17,858;18,263;18,886;19,306;20,136;21,678;11,598;12,666;13,735;14,932;16,279;17,799;19,523;21,488;23,452
385;-0,3841;16,2745;0,08778;12,573;13,37;13,867;14,141;14,577;14,882;15,349;16,275;17,279;17,854;18,258;18,881;19,301;20,131;21,673;11,596;12,664;13,732;14,928;16,274;17,795;19,518;21,482;23,446
386;-0,385;16,2704;0,08777;12,571;13,367;13,864;14,138;14,574;14,879;15,345;16,27;17,275;17,849;18,253;18,876;19,296;20,126;21,667;11,594;12,661;13,729;14,925;16,27;17,79;19,513;21,477;23,441
387;-0,3858;16,2663;0,08776;12,568;13,364;13,861;14,135;14,57;14,875;15,342;16,266;17,27;17,844;18,248;18,871;19,291;20,121;21,662;11,592;12,659;13,726;14,921;16,266;17,785;19,508;21,472;23,435
388;-0,3867;16,2622;0,08775;12,566;13,361;13,858;14,131;14,567;14,872;15,338;16,262;17,266;17,84;18,244;18,866;19,286;20,115;21,657;11,59;12,656;13,723;14,918;16,262;17,781;19,503;21,466;23,429
389;-0,3875;16,2582;0,08774;12,563;13,359;13,855;14,128;14,564;14,868;15,334;16,258;17,261;17,835;18,239;18,861;19,281;20,11;21,651;11,588;12,654;13,72;14,914;16,258;17,776;19,498;21,461;23,423
390;-0,3884;16,2541;0,08773;12,561;13,356;13,852;14,125;14,56;14,865;15,33;16,254;17,257;17,831;18,234;18,856;19,276;20,105;21,646;11,586;12,651;13,717;14,911;16,254;17,772;19,493;21,455;23,418
391;-0,3892;16,25;0,08772;12,558;13,353;13,849;14,122;14,557;14,861;15,327;16,25;17,252;17,826;18,23;18,851;19,271;20,1;21,64;11,584;12,649;13,714;14,907;16,25;17,767;19,488;21,45;23,412
392;-0,3901;16,246;0,08771;12,556;13,35;13,846;14,119;14,554;14,858;15,323;16,246;17,248;17,821;18,225;18,847;19,266;20,095;21,635;11,582;12,646;13,711;14,904;16,246;17,763;19,483;21,445;23,406
393;-0,3909;16,2419;0,0877;12,553;13,347;13,843;14,115;14,55;14,854;15,319;16,242;17,244;17,817;18,22;18,842;19,261;20,09;21,63;11,58;12,644;13,708;14,9;16,242;17,758;19,478;21,439;23,401
394;-0,3917;16,2379;0,08769;12,551;13,344;13,84;14,112;14,547;14,851;15,316;16,238;17,239;17,812;18,216;18,837;19,256;20,085;21,624;11,578;12,641;13,705;14,897;16,238;17,753;19,473;21,434;23,395
395;-0,3926;16,2339;0,08769;12,548;13,341;13,836;14,109;14,543;14,847;15,312;16,234;17,235;17,808;18,211;18,832;19,252;20,08;21,62;11,576;12,639;13,701;14,893;16,234;17,749;19,469;21,43;23,39
396;-0,3934;16,2298;0,08768;12,546;13,338;13,833;14,106;14,54;14,843;15,308;16,23;17,231;17,803;18,206;18,828;19,247;20,075;21,614;11,574;12,636;13,698;14,889;16,23;17,745;19,464;21,424;23,385
397;-0,3943;16,2258;0,08767;12,543;13,336;13,83;14,102;14,537;14,84;15,305;16,226;17,226;17,799;18,202;18,823;19,242;20,07;21,609;11,572;12,634;13,695;14,886;16,226;17,74;19,459;21,419;23,379
398;-0,3951;16,2218;0,08766;12,541;13,333;13,827;14,099;14,533;14,837;15,301;16,222;17,222;17,794;18,197;18,818;19,237;20,065;21,604;11,57;12,631;13,692;14,882;16,222;17,736;19,454;21,414;23,373
399;-0,3959;16,2178;0,08765;12,539;13,33;13,824;14,096;14,53;14,833;15,297;16,218;17,218;17,79;18,193;18,813;19,232;20,06;21,598;11,568;12,629;13,689;14,879;16,218;17,731;19,449;21,408;23,368
400;-0,3968;16,2138;0,08764;12,536;13,327;13,821;14,093;14,527;14,83;15,294;16,214;17,213;17,785;18,188;18,808;19,227;20,055;21,593;11,566;12,626;13,686;14,875;16,214;17,727;19,444;21,403;23,362
401;-0,3976;16,2099;0,08763;12,534;13,325;13,818;14,09;14,523;14,826;15,29;16,21;17,209;17,781;18,183;18,804;19,223;20,05;21,588;11,564;12,624;13,684;14,872;16,21;17,722;19,439;21,398;23,357
402;-0,3984;16,2059;0,08762;12,531;13,322;13,815;14,087;14,52;14,823;15,286;16,206;17,205;17,776;18,179;18,799;19,218;20,045;21,583;11,562;12,621;13,681;14,869;16,206;17,718;19,434;21,393;23,351
403;-0,3992;16,2019;0,08761;12,529;13,319;13,812;14,084;14,517;14,819;15,283;16,202;17,2;17,772;18,174;18,794;19,213;20,04;21,577;11,56;12,619;13,678;14,865;16,202;17,713;19,429;21,387;23,345
404;-0,4001;16,198;0,08761;12,526;13,316;13,809;14,08;14,513;14,816;15,279;16,198;17,196;17,768;18,17;18,79;19,208;20,035;21,573;11,558;12,616;13,675;14,862;16,198;17,709;19,425;21,383;23,341
405;-0,4009;16,194;0,0876;12,524;13,313;13,806;14,077;14,51;14,812;15,275;16,194;17,192;17,763;18,165;18,785;19,203;20,03;21,568;11,556;12,614;13,672;14,858;16,194;17,704;19,42;21,378;23,335
406;-0,4017;16,1901;0,08759;12,522;13,31;13,803;14,074;14,507;14,809;15,272;16,19;17,188;17,759;18,161;18,78;19,199;20,025;21,562;11,554;12,611;13,669;14,855;16,19;17,7;19,415;21,372;23,33
407;-0,4025;16,1862;0,08758;12,519;13,308;13,8;14,071;14,503;14,806;15,268;16,186;17,183;17,754;18,156;18,776;19,194;20,02;21,557;11,552;12,609;13,666;14,851;16,186;17,696;19,41;21,367;23,324
408;-0,4033;16,1822;0,08757;12,517;13,305;13,797;14,068;14,5;14,802;15,265;16,182;17,179;17,75;18,152;18,771;19,189;20,015;21,552;11,55;12,606;13,663;14,848;16,182;17,691;19,405;21,362;23,318
409;-0,4041;16,1783;0,08756;12,514;13,302;13,794;14,065;14,497;14,799;15,261;16,178;17,175;17,745;18,147;18,766;19,184;20,01;21,547;11,548;12,604;13,66;14,844;16,178;17,687;19,4;21,357;23,313
410;-0,4049;16,1744;0,08755;12,512;13,299;13,791;14,062;14,494;14,795;15,258;16,174;17,171;17,741;18,143;18,761;19,179;20,005;21,541;11,546;12,602;13,657;14,841;16,174;17,682;19,396;21,352;23,307
411;-0,4057;16,1705;0,08754;12,51;13,297;13,788;14,059;14,49;14,792;15,254;16,171;17,166;17,737;18,138;18,757;19,175;20;21,536;11,544;12,599;13,654;14,838;16,17;17,678;19,391;21,346;23,302
412;-0,4066;16,1667;0,08753;12,508;13,294;13,785;14,056;14,487;14,789;15,251;16,167;17,162;17,732;18,134;18,752;19,17;19,995;21,531;11,543;12,597;13,651;14,834;16,167;17,674;19,386;21,341;23,297
413;-0,4074;16,1628;0,08753;12,505;13,291;13,782;14,053;14,484;14,785;15,247;16,163;17,158;17,728;18,129;18,748;19,166;19,991;21,527;11,54;12,594;13,648;14,831;16,163;17,67;19,382;21,337;23,292
414;-0,4082;16,1589;0,08752;12,502;13,288;13,779;14,049;14,48;14,782;15,243;16,159;17,154;17,724;18,125;18,743;19,161;19,986;21,522;11,538;12,592;13,645;14,827;16,159;17,665;19,377;21,332;23,287
415;-0,409;16,1551;0,08751;12,5;13,286;13,776;14,046;14,477;14,779;15,24;16,155;17,15;17,719;18,12;18,739;19,156;19,981;21,517;11,536;12,59;13,643;14,824;16,155;17,661;19,372;21,327;23,281
416;-0,4098;16,1512;0,0875;12,498;13,283;13,773;14,043;14,474;14,775;15,236;16,151;17,146;17,715;18,116;18,734;19,151;19,976;21,511;11,535;12,587;13,64;14,821;16,151;17,656;19,367;21,321;23,276
417;-0,4106;16,1474;0,08749;12,496;13,28;13,771;14,04;14,471;14,772;15,233;16,147;17,141;17,711;18,111;18,729;19,147;19,971;21,506;11,533;12,585;13,637;14,817;16,147;17,652;19,363;21,316;23,27
418;-0,4114;16,1435;0,08748;12,493;13,278;13,768;14,037;14,468;14,769;15,229;16,144;17,137;17,706;18,107;18,725;19,142;19,966;21,501;11,531;12,582;13,634;14,814;16,144;17,648;19,358;21,311;23,265
419;-0,4121;16,1397;0,08747;12,491;13,275;13,765;14,034;14,464;14,765;15,226;16,14;17,133;17,702;18,103;18,72;19,137;19,962;21,496;11,529;12,58;13,631;14,811;16,14;17,644;19,353;21,306;23,259
420;-0,4129;16,1359;0,08747;12,488;13,272;13,762;14,031;14,461;14,762;15,222;16,136;17,129;17,698;18,098;18,716;19,133;19,957;21,492;11,527;12,577;13,628;14,807;16,136;17,639;19,349;21,302;23,255
421;-0,4137;16,1321;0,08746;12,486;13,269;13,759;14,028;14,458;14,759;15,219;16,132;17,125;17,694;18,094;18,711;19,128;19,952;21,486;11,525;12,575;13,625;14,804;16,132;17,635;19,344;21,297;23,249
422;-0,4145;16,1283;0,08745;12,484;13,267;13,756;14,025;14,455;14,755;15,215;16,128;17,121;17,689;18,09;18,707;19,124;19,948;21,481;11,523;12,573;13,623;14,801;16,128;17,631;19,339;21,292;23,244
423;-0,4153;16,1245;0,08744;12,481;13,264;13,753;14,022;14,452;14,752;15,212;16,125;17,117;17,685;18,085;18,702;19,119;19,943;21,476;11,521;12,57;13,62;14,797;16,125;17,627;19,335;21,287;23,239
424;-0,4161;16,1207;0,08743;12,479;13,261;13,75;14,019;14,449;14,749;15,208;16,121;17,113;17,681;18,081;18,698;19,114;19,938;21,471;11,519;12,568;13,617;14,794;16,121;17,622;19,33;21,282;23,233
425;-0,4169;16,117;0,08742;12,477;13,259;13,747;14,016;14,445;14,746;15,205;16,117;17,108;17,676;18,076;18,693;19,11;19,933;21,466;11,518;12,566;13,614;14,791;16,117;17,618;19,325;21,277;23,228
426;-0,4176;16,1132;0,08741;12,475;13,256;13,744;14,013;14,442;14,742;15,202;16,113;17,104;17,672;18,072;18,689;19,105;19,928;21,461;11,516;12,564;13,611;14,788;16,113;17,614;19,321;21,272;23,223
427;-0,4184;16,1095;0,08741;12,472;13,253;13,741;14,01;14,439;14,739;15,198;16,11;17,1;17,668;18,068;18,684;19,101;19,924;21,457;11,513;12,561;13,608;14,784;16,11;17,61;19,316;21,267;23,218
428;-0,4192;16,1057;0,0874;12,47;13,251;13,739;14,007;14,436;14,736;15,195;16,106;17,096;17,664;18,064;18,68;19,096;19,919;21,452;11,512;12,559;13,606;14,781;16,106;17,606;19,312;21,262;23,213
429;-0,42;16,102;0,08739;12,468;13,248;13,736;14,004;14,433;14,732;15,191;16,102;17,092;17,66;18,059;18,675;19,092;19,915;21,447;11,51;12,556;13,603;14,778;16,102;17,601;19,307;21,257;23,208
430;-0,4208;16,0983;0,08738;12,465;13,246;13,733;14,002;14,43;14,729;15,188;16,098;17,088;17,656;18,055;18,671;19,087;19,91;21,442;11,508;12,554;13,6;14,774;16,098;17,597;19,302;21,252;23,202
431;-0,4215;16,0946;0,08737;12,463;13,243;13,73;13,999;14,427;14,726;15,184;16,095;17,084;17,651;18,051;18,667;19,083;19,905;21,437;11,506;12,552;13,597;14,771;16,095;17,593;19,298;21,247;23,197
432;-0,4223;16,0909;0,08736;12,461;13,24;13,727;13,996;14,424;14,723;15,181;16,091;17,08;17,647;18,046;18,662;19,078;19,9;21,432;11,505;12,55;13,595;14,768;16,091;17,589;19,293;21,243;23,192
433;-0,4231;16,0872;0,08736;12,458;13,238;13,724;13,993;14,42;14,719;15,178;16,087;17,076;17,643;18,042;18,658;19,074;19,896;21,428;11,502;12,547;13,592;14,765;16,087;17,585;19,289;21,238;23,188
434;-0,4238;16,0835;0,08735;12,456;13,235;13,722;13,99;14,417;14,716;15,174;16,084;17,072;17,639;18,038;18,653;19,069;19,891;21,423;11,5;12,545;13,589;14,761;16,084;17,581;19,284;21,233;23,182
435;-0,4246;16,0798;0,08734;12,454;13,232;13,719;13,987;14,414;14,713;15,171;16,08;17,068;17,635;18,034;18,649;19,065;19,887;21,418;11,499;12,542;13,586;14,758;16,08;17,577;19,28;21,228;23,177
436;-0,4254;16,0762;0,08733;12,452;13,23;13,716;13,984;14,411;14,71;15,168;16,076;17,064;17,631;18,03;18,645;19,06;19,882;21,413;11,497;12,54;13,584;14,755;16,076;17,572;19,275;21,224;23,172
437;-0,4261;16,0725;0,08732;12,45;13,227;13,713;13,981;14,408;14,707;15,164;16,073;17,06;17,626;18,025;18,64;19,056;19,877;21,408;11,495;12,538;13,581;14,752;16,073;17,568;19,271;21,219;23,166
438;-0,4269;16,0689;0,08731;12,447;13,225;13,711;13,978;14,405;14,704;15,161;16,069;17,056;17,622;18,021;18,636;19,051;19,873;21,403;11,493;12,536;13,578;14,749;16,069;17,564;19,266;21,214;23,161
439;-0,4276;16,0652;0,08731;12,445;13,222;13,708;13,975;14,402;14,7;15,157;16,065;17,053;17,618;18,017;18,632;19,047;19,869;21,399;11,491;12,533;13,575;14,745;16,065;17,56;19,262;21,21;23,157
440;-0,4284;16,0616;0,0873;12,443;13,22;13,705;13,972;14,399;14,697;15,154;16,062;17,049;17,614;18,013;18,627;19,043;19,864;21,394;11,49;12,531;13,573;14,742;16,062;17,556;19,258;21,205;23,152
441;-0,4292;16,058;0,08729;12,441;13,217;13,702;13,97;14,396;14,694;15,151;16,058;17,045;17,61;18,009;18,623;19,038;19,859;21,389;11,488;12,529;13,57;14,739;16,058;17,552;19,253;21,2;23,147
442;-0,4299;16,0544;0,08728;12,438;13,215;13,7;13,967;14,393;14,691;15,148;16,054;17,041;17,606;18,004;18,619;19,034;19,855;21,384;11,486;12,527;13,567;14,736;16,054;17,548;19,249;21,195;23,142
443;-0,4307;16,0508;0,08727;12,436;13,212;13,697;13,964;14,39;14,688;15,144;16,051;17,037;17,602;18;18,614;19,029;19,85;21,38;11,484;12,524;13,565;14,733;16,051;17,544;19,244;21,19;23,136
444;-0,4314;16,0472;0,08727;12,434;13,209;13,694;13,961;14,387;14,685;15,141;16,047;17,033;17,598;17,996;18,61;19,025;19,846;21,375;11,482;12,522;13,562;14,73;16,047;17,54;19,24;21,186;23,132
445;-0,4322;16,0436;0,08726;12,432;13,207;13,691;13,958;14,384;14,682;15,138;16,044;17,029;17,594;17,992;18,606;19,021;19,841;21,371;11,48;12,52;13,559;14,727;16,044;17,536;19,236;21,181;23,127
